viewCount,likeCount,dislikeCount,favoriteCount,commentCount,category_id,category
291,29,0,0,4,22,People & Blogs
1006205,14419,1601,0,963,20,Gaming
9010,355,53,0,78,22,People & Blogs
45,3,0,0,1,22,People & Blogs
9,1,0,0,1,22,People & Blogs
825,6,0,0,9,20,Gaming
26,5,0,0,3,22,People & Blogs
22,3,0,0,0,22,People & Blogs
17,6,0,0,0,20,Gaming
160,14,0,0,17,20,Gaming
20,6,0,0,0,22,People & Blogs
576,30,13,0,23,22,People & Blogs
26,2,0,0,0,22,People & Blogs
5946,15,3,0,2,2,Autos & Vehicles
22,2,0,0,0,22,People & Blogs
28,4,0,0,0,22,People & Blogs
27,10,0,0,2,20,Gaming
53,5,1,0,0,24,Entertainment
5,0,0,0,0,22,People & Blogs
2,0,0,0,0,22,People & Blogs
537,24,4,0,5,20,Gaming
11,3,0,0,0,22,People & Blogs
1517,0,0,0,0,24,Entertainment
5,0,0,0,0,22,People & Blogs
4,0,0,0,0,22,People & Blogs
189,38,0,0,27,22,People & Blogs
1117307,17671,615,0,729,29,Nonprofits & Activism
598,13,0,0,2,28,Science & Technology
44309,820,23,0,297,24,Entertainment
31,0,0,0,0,22,People & Blogs
640,8,1,0,3,20,Gaming
7,2,0,0,0,22,People & Blogs
58,7,0,0,3,22,People & Blogs
15,0,1,0,0,22,People & Blogs
40,2,0,0,0,29,Nonprofits & Activism
6,0,0,0,0,22,People & Blogs
5,2,0,0,0,22,People & Blogs
73,0,0,0,0,22,People & Blogs
83,0,0,0,0,22,People & Blogs
19,1,0,0,0,22,People & Blogs
0,0,0,0,0,22,People & Blogs
4,0,0,0,0,22,People & Blogs
93,13,0,0,1,24,Entertainment
149,36,0,0,13,22,People & Blogs
2,0,0,0,0,22,People & Blogs
26,1,0,0,1,22,People & Blogs
906,3,0,0,0,24,Entertainment
7835,239,38,0,129,27,Education
57,7,0,0,0,22,People & Blogs
30,0,1,0,0,22,People & Blogs
174958,1702,44,0,140,10,Music
155151,1851,34,0,92,10,Music
2986122821,9889905,1001841,0,541428,10,Music
583632,17983,179,0,1040,20,Gaming
496507,56972,823,0,840,23,Comedy
599373,3644,150,0,454,10,Music
331490,2935,56,0,538,10,Music
4039159,253260,4591,0,8207,10,Music
29934,501,34,0,17,2,Autos & Vehicles
3393845,39743,244,0,6534,10,Music
2733360,38335,439,0,1479,10,Music
7262287,351002,3411,0,17192,10,Music
300462,22881,131,0,1747,26,Howto & Style
39950,7716,16,0,566,22,People & Blogs
12117,505,6,0,18,10,Music
1531357,57350,2712,0,,20,Gaming
268831,14959,80,0,1035,10,Music
438608600,4269337,171419,0,183343,10,Music
1310601,129327,1851,0,1556,23,Comedy
53191,699,36,0,14,2,Autos & Vehicles
7990456,97588,2202,0,8422,25,News & Politics
192171,7784,184,0,385,10,Music
929092,94294,820,0,1199,23,Comedy
23373,713,21,0,498,27,Education
104985535,526805,112056,0,0,1,Film & Animation
173691871,684176,26771,0,9497,10,Music
29454,4492,13,0,225,24,Entertainment
1316046,46519,814,0,1850,10,Music
10670,555,6,0,50,27,Education
989288,45083,326,0,2069,10,Music
695151,8100,776,0,312,20,Gaming
15182397,213467,7926,0,6527,10,Music
93454,6016,70,0,538,24,Entertainment
23161,2574,38,0,101,22,People & Blogs
855280,7694,173,0,2580,17,Sports
19291,1868,32,0,231,26,Howto & Style
15095,1527,10,0,182,20,Gaming
27925,2826,21,0,431,2,Autos & Vehicles
31899,443,13,0,211,17,Sports
56712,894,29,0,401,17,Sports
11092,,,0,357,24,Entertainment
46471065,195617,29635,0,6960,23,Comedy
82610,4886,171,0,463,24,Entertainment
54192,6736,184,0,122,24,Entertainment
51679,758,49,0,267,28,Science & Technology
31372,2583,21,0,192,2,Autos & Vehicles
34766,383,10,0,73,24,Entertainment
16174,1081,12,0,63,24,Entertainment
2764928,59175,1207,0,3388,10,Music
7152503,,,0,,24,Entertainment
9328,422,15,0,270,24,Entertainment
14755,709,26,0,311,24,Entertainment
43513,1720,26,0,547,24,Entertainment
19669,674,9,0,46,22,People & Blogs
215288,3252,130,0,363,19,Travel & Events
647950,6779,325,0,699,19,Travel & Events
15094,262,37,0,,24,Entertainment
150718,,,0,98,26,Howto & Style
1681388,5386,925,0,728,25,News & Politics
10511,359,8,0,223,22,People & Blogs
35311,742,27,0,423,22,People & Blogs
3483,18,1,0,2,22,People & Blogs
790986,8547,774,0,284,22,People & Blogs
6952,,,0,10,28,Science & Technology
148019,1949,80,0,207,19,Travel & Events
9057,125,10,0,13,22,People & Blogs
427681,1219,227,0,154,19,Travel & Events
16509,162,17,0,16,27,Education
21479,145,22,0,100,20,Gaming
44086,274,24,0,13,2,Autos & Vehicles
4001,95,4,0,42,22,People & Blogs
151135,404,88,0,58,2,Autos & Vehicles
1658,27,0,0,1,26,Howto & Style
81034,175,41,0,15,19,Travel & Events
21188,131,36,0,6,28,Science & Technology
615373,1094,318,0,83,20,Gaming
19874,168,20,0,90,25,News & Politics
262545,2543,90,0,181,22,People & Blogs
5514,237,9,0,140,22,People & Blogs
284026,12467,392,0,1262,20,Gaming
18265,78,10,0,22,2,Autos & Vehicles
87689,812,110,0,57,26,Howto & Style
12113,223,9,0,67,26,Howto & Style
120331,1068,88,0,42,22,People & Blogs
24480,930,27,0,108,22,People & Blogs
655043,6580,581,0,336,26,Howto & Style
964177,3272,1020,0,,24,Entertainment
163607,2013,165,0,1070,25,News & Politics
11182,121,10,0,23,28,Science & Technology
151792,5006,226,0,263,19,Travel & Events
9711,96,7,0,6,22,People & Blogs
415727,1487,181,0,26,24,Entertainment
51880,1159,57,0,105,22,People & Blogs
247764,21023,611,0,485,20,Gaming
7319,225,4,0,141,22,People & Blogs
33767,367,24,0,60,25,News & Politics
1588,37,0,0,8,20,Gaming
5798,183,10,0,79,22,People & Blogs
67297,350,73,0,8,28,Science & Technology
173832,10136,708,0,507,20,Gaming
248580458,2684248,60490,0,52958,10,Music
2349,12,5,0,0,22,People & Blogs
196,21,3,0,3,22,People & Blogs
301,39,2,0,30,10,Music
24,3,0,0,1,20,Gaming
30932376,76387,25194,0,961,1,Film & Animation
11689,153,3,0,16,2,Autos & Vehicles
3,0,0,0,,22,People & Blogs
69,19,1,0,11,20,Gaming
333,1,0,0,3,22,People & Blogs
260,17,3,0,,22,People & Blogs
8,2,0,0,,22,People & Blogs
20,1,0,0,0,22,People & Blogs
153,36,0,0,14,22,People & Blogs
231,30,2,0,3,10,Music
272041,2236,44,0,552,24,Entertainment
14,1,0,0,,22,People & Blogs
107,3,0,0,0,10,Music
13,0,0,0,0,22,People & Blogs
149,9,8,0,,22,People & Blogs
55,1,0,0,1,22,People & Blogs
5,2,0,0,,22,People & Blogs
64,13,0,0,2,24,Entertainment
6,1,0,0,0,22,People & Blogs
66,11,1,0,4,20,Gaming
17,2,0,0,0,22,People & Blogs
4484,54,0,0,,2,Autos & Vehicles
3228,7,2,0,,10,Music
4,0,0,0,0,22,People & Blogs
195,1,1,0,0,20,Gaming
2,1,0,0,,22,People & Blogs
269,1,1,0,,22,People & Blogs
18,2,1,0,,20,Gaming
2,0,0,0,0,1,Film & Animation
264,7,1,0,,22,People & Blogs
8,1,0,0,0,22,People & Blogs
33,0,0,0,0,22,People & Blogs
13,1,0,0,0,22,People & Blogs
24,0,0,0,0,10,Music
426,3,0,0,0,10,Music
23,2,0,0,0,22,People & Blogs
18,0,0,0,1,22,People & Blogs
541424,10847,679,0,,23,Comedy
1,0,0,0,0,22,People & Blogs
53,3,0,0,0,22,People & Blogs
14,3,0,0,,22,People & Blogs
43,1,1,0,0,10,Music
42,0,0,0,0,22,People & Blogs
73,21,0,0,8,20,Gaming
20,1,0,0,0,1,Film & Animation
205172,708,32,0,117,10,Music
60842,386,14,0,50,22,People & Blogs
47613,121,9,0,9,10,Music
50583,434,9,0,38,10,Music
576,13,1,0,10,10,Music
2544,,,0,,10,Music
1565,13,1,0,7,10,Music
418,14,0,0,2,22,People & Blogs
4854,27,2,0,1,10,Music
88466,264,12,0,49,10,Music
107559,3207,68,0,290,20,Gaming
70996,233,17,0,41,10,Music
48311,82,42,0,,22,People & Blogs
3592,204,1,0,7,10,Music
869,11,1,0,11,1,Film & Animation
31664,138,1,0,13,17,Sports
7405,102,4,0,50,2,Autos & Vehicles
300,24,0,0,12,10,Music
605,50,0,0,12,10,Music
126310,182,53,0,6,2,Autos & Vehicles
1653,50,1,0,13,10,Music
137235,434,33,0,56,17,Sports
10389,16,2,0,0,19,Travel & Events
402,6,0,0,2,26,Howto & Style
1258196,4815,622,0,509,22,People & Blogs
5326,50,1,0,2,10,Music
24,1,0,0,1,25,News & Politics
67053,731,18,0,18,10,Music
586,13,0,0,4,10,Music
1406,44,1,0,28,25,News & Politics
241,3,0,0,0,25,News & Politics
165069,4625,154,0,326,25,News & Politics
176,4,0,0,0,25,News & Politics
192,3,0,0,0,25,News & Politics
197,20,1,0,5,17,Sports
17634,46,2,0,5,24,Entertainment
470,79,1,0,16,17,Sports
66,3,0,0,0,25,News & Politics
338,14,0,0,0,22,People & Blogs
509,3,0,0,3,25,News & Politics
104,2,0,0,0,25,News & Politics
18381,67,6,0,9,22,People & Blogs
813,6,0,0,0,28,Science & Technology
94,2,0,0,0,25,News & Politics
227,4,0,0,0,25,News & Politics
158,3,0,0,0,25,News & Politics
195,2,0,0,0,25,News & Politics
6350,41,2,0,8,25,News & Politics
391,7,0,0,1,22,People & Blogs
388,,,0,1,17,Sports
4352,21,1,0,0,22,People & Blogs
19436,778,14,0,140,2,Autos & Vehicles
37648586,419639,16173,0,23458,10,Music
19257274,227845,6531,0,8508,10,Music
55972,450,44,0,86,2,Autos & Vehicles
366,5,0,0,0,2,Autos & Vehicles
33201,351,22,0,61,2,Autos & Vehicles
2818,17,0,0,5,2,Autos & Vehicles
897957,13924,767,0,1428,28,Science & Technology
25216,247,13,0,51,10,Music
31443,943,44,0,126,2,Autos & Vehicles
19709008,215728,6120,0,7253,10,Music
2163,5,3,0,1,2,Autos & Vehicles
9299,129,5,0,19,22,People & Blogs
4713,89,1,0,15,22,People & Blogs
3007,34,1,0,10,22,People & Blogs
2950,50,1,0,1,2,Autos & Vehicles
1841,65,1,0,5,22,People & Blogs
14284,109,4,0,22,24,Entertainment
205,3,0,0,0,10,Music
35515,283,12,0,47,10,Music
2275,9,1,0,0,22,People & Blogs
18963,96,8,0,38,2,Autos & Vehicles
3885,200,16,0,55,2,Autos & Vehicles
21642,930,28,0,107,2,Autos & Vehicles
1098,112,0,0,24,10,Music
13034,60,13,0,8,28,Science & Technology
115,4,1,0,0,22,People & Blogs
1491,9,0,0,1,26,Howto & Style
36,1,0,0,0,22,People & Blogs
720,10,0,0,0,10,Music
1855,51,0,0,13,22,People & Blogs
4094,49,28,0,33,26,Howto & Style
467718,7335,196,0,135,17,Sports
4662,11,1,0,2,28,Science & Technology
1393,39,0,0,2,22,People & Blogs
389,2,0,0,0,2,Autos & Vehicles
355,16,0,0,5,2,Autos & Vehicles
2,1,0,0,,22,People & Blogs
45696,867,46,0,188,2,Autos & Vehicles
3173,83,20,0,58,2,Autos & Vehicles
1513,10,2,0,2,27,Education
3,0,0,0,0,26,Howto & Style
4629,33,0,0,10,17,Sports
39503,303,15,0,36,20,Gaming
138,1,0,0,,17,Sports
203,0,0,0,,17,Sports
141,0,0,0,,17,Sports
151,0,0,0,,17,Sports
245,4,0,0,29,22,People & Blogs
165,1,2,0,0,23,Comedy
38,0,0,0,0,23,Comedy
20,0,1,0,0,23,Comedy
1524,16,1,0,5,10,Music
78,0,0,0,0,23,Comedy
24,0,0,0,0,23,Comedy
30,0,0,0,0,23,Comedy
4,0,0,0,0,22,People & Blogs
2,0,0,0,0,24,Entertainment
10,0,0,0,0,22,People & Blogs
18,0,0,0,0,23,Comedy
1,0,0,0,0,24,Entertainment
19,0,0,0,0,23,Comedy
0,0,0,0,0,24,Entertainment
195,0,0,0,0,22,People & Blogs
73,2,0,0,0,22,People & Blogs
1489,3,0,0,1,26,Howto & Style
2755,36,2,0,35,24,Entertainment
15,1,0,0,0,22,People & Blogs
93714,1526,121,0,170,20,Gaming
3,0,1,0,0,24,Entertainment
98,22,0,0,6,22,People & Blogs
16,0,0,0,0,23,Comedy
43,0,0,0,0,22,People & Blogs
220,0,0,0,0,19,Travel & Events
53,1,0,0,0,22,People & Blogs
58,1,0,0,1,22,People & Blogs
28,2,0,0,0,22,People & Blogs
96,0,0,0,0,22,People & Blogs
8,0,0,0,0,19,Travel & Events
13,0,0,0,0,23,Comedy
275,40,0,0,127,22,People & Blogs
521,10,1,0,,24,Entertainment
8,0,0,0,0,24,Entertainment
18,,,0,0,22,People & Blogs
2575,98,0,0,2,10,Music
83,0,0,0,0,22,People & Blogs
35,0,0,0,0,23,Comedy
15193,219,22,0,0,27,Education
114,2,0,0,0,28,Science & Technology
40,0,0,0,0,22,People & Blogs
441380,5102,86,0,123,1,Film & Animation
42,4,0,0,1,24,Entertainment
1872,22,2,0,2,10,Music
21227,578,10,0,111,27,Education
345,6,0,0,,27,Education
293,43,1,0,183,22,People & Blogs
3040,7,1,0,0,22,People & Blogs
902,22,0,0,6,10,Music
461,8,0,0,0,20,Gaming
57,1,0,0,0,10,Music
9,1,0,0,1,22,People & Blogs
4,0,0,0,,10,Music
199,17,0,0,1,20,Gaming
9350,60,1,0,4,10,Music
29,4,0,0,3,22,People & Blogs
0,0,0,0,0,22,People & Blogs
68,1,0,0,,22,People & Blogs
491,2,0,0,1,20,Gaming
9,1,0,0,1,22,People & Blogs
10,1,0,0,0,10,Music
5,1,0,0,0,22,People & Blogs
17,2,0,0,0,22,People & Blogs
5,1,0,0,0,22,People & Blogs
230,1,2,0,0,22,People & Blogs
45,2,0,0,0,20,Gaming
1031,2,1,0,3,20,Gaming
254,10,1,0,0,22,People & Blogs
67,1,0,0,0,22,People & Blogs
405,17,0,0,,22,People & Blogs
7,0,0,0,0,20,Gaming
593,5,1,0,0,24,Entertainment
1,0,0,0,0,22,People & Blogs
122,1,0,0,1,20,Gaming
118,2,0,0,0,10,Music
21,2,0,0,0,22,People & Blogs
82,1,0,0,0,20,Gaming
7,2,0,0,0,20,Gaming
688,,,0,0,22,People & Blogs
429,20,1,0,,22,People & Blogs
16,3,0,0,0,22,People & Blogs
34,0,0,0,0,20,Gaming
3,0,0,0,0,22,People & Blogs
9,0,0,0,0,22,People & Blogs
15,0,0,0,0,20,Gaming
7102,13,2,0,14,24,Entertainment
6,0,1,0,,22,People & Blogs
936,2,1,0,2,23,Comedy
34,0,0,0,0,20,Gaming
4,0,0,0,0,20,Gaming
16,0,0,0,0,20,Gaming
6,1,0,0,1,22,People & Blogs
28,0,0,0,0,20,Gaming
7,0,0,0,0,20,Gaming
37,0,0,0,0,20,Gaming
128,0,0,0,0,2,Autos & Vehicles
29,0,0,0,0,20,Gaming
109,2,0,0,0,19,Travel & Events
3514,18,1,0,0,27,Education
981482,1267,259,0,443,24,Entertainment
38,3,0,0,0,22,People & Blogs
0,0,0,0,0,2,Autos & Vehicles
10092,27,2,0,5,22,People & Blogs
76,0,0,0,0,22,People & Blogs
173,2,0,0,0,10,Music
44,0,1,0,0,22,People & Blogs
1889745,7889,274,0,392,10,Music
99,1,0,0,0,22,People & Blogs
473,0,0,0,1,24,Entertainment
66,1,0,0,0,22,People & Blogs
25,1,0,0,0,22,People & Blogs
113,6,0,0,1,10,Music
2031,11,1,0,1,20,Gaming
2,0,0,0,0,22,People & Blogs
2,0,0,0,0,22,People & Blogs
22,1,0,0,0,22,People & Blogs
374,2,0,0,0,22,People & Blogs
621,4,1,0,0,17,Sports
3,0,0,0,0,2,Autos & Vehicles
3,0,0,0,0,22,People & Blogs
325,0,0,0,0,23,Comedy
37,0,0,0,1,22,People & Blogs
51,4,0,0,1,22,People & Blogs
349,0,0,0,0,10,Music
144,0,3,0,0,22,People & Blogs
55,0,4,0,0,10,Music
9,0,0,0,0,22,People & Blogs
25,0,0,0,0,10,Music
16,0,0,0,,22,People & Blogs
25,0,0,0,,22,People & Blogs
15,0,0,0,0,2,Autos & Vehicles
11,0,0,0,0,1,Film & Animation
125,0,1,0,0,22,People & Blogs
12,0,0,0,0,22,People & Blogs
99,0,0,0,0,24,Entertainment
32,0,0,0,,22,People & Blogs
16,3,1,0,0,20,Gaming
5,0,0,0,0,2,Autos & Vehicles
507,2,0,0,0,24,Entertainment
8,0,0,0,0,22,People & Blogs
40,0,0,0,0,22,People & Blogs
44,0,0,0,0,22,People & Blogs
41,0,0,0,0,22,People & Blogs
3,0,0,0,0,17,Sports
24,0,0,0,0,22,People & Blogs
278,0,1,0,1,1,Film & Animation
1,0,0,0,0,22,People & Blogs
579,2,0,0,0,10,Music
44,0,0,0,0,22,People & Blogs
991,10,3,0,0,22,People & Blogs
18952,653,11,0,22,20,Gaming
3564,94,3,0,9,22,People & Blogs
146,38,0,0,20,10,Music
59,15,0,0,7,10,Music
7831,131,6,0,18,22,People & Blogs
57,6,0,0,0,22,People & Blogs
296,2,1,0,0,22,People & Blogs
390,22,7,0,3,1,Film & Animation
1,0,1,0,0,22,People & Blogs
20345,50,3,0,16,17,Sports
6355,35,1,0,4,24,Entertainment
9116,408,9,0,30,20,Gaming
473,32,0,0,24,20,Gaming
72,3,0,0,0,22,People & Blogs
2,0,0,0,0,22,People & Blogs
5,1,0,0,0,22,People & Blogs
395,2,0,0,3,10,Music
13,1,0,0,0,22,People & Blogs
14,1,0,0,0,22,People & Blogs
7021,86,0,0,4,10,Music
1114,64,0,0,15,20,Gaming
25,4,0,0,1,22,People & Blogs
5535,126,1,0,17,10,Music
230,5,0,0,0,10,Music
135,33,0,0,1,22,People & Blogs
3,1,0,0,0,22,People & Blogs
1003,20,2,0,0,1,Film & Animation
288,5,0,0,0,22,People & Blogs
286,5,0,0,0,22,People & Blogs
19434,826,3,0,45,20,Gaming
608,9,0,0,0,22,People & Blogs
283,18,0,0,3,20,Gaming
19,1,0,0,2,10,Music
49,15,0,0,0,10,Music
3,1,0,0,1,22,People & Blogs
284,7,0,0,0,22,People & Blogs
25,2,0,0,0,10,Music
6496,59,0,0,7,10,Music
569,6,0,0,0,22,People & Blogs
151,74,0,0,17,22,People & Blogs
8431,67,0,0,8,10,Music
7302,62,0,0,4,10,Music
19,2,0,0,1,22,People & Blogs
5,1,0,0,0,22,People & Blogs
413,16,0,0,1,10,Music
87,8,0,0,2,24,Entertainment
39,1,0,0,0,22,People & Blogs
4680,53,0,0,5,10,Music
1424,8,0,0,0,22,People & Blogs
9619017,182905,3618,0,13453,22,People & Blogs
16459963,227778,5789,0,18399,10,Music
109609,476,87,0,0,17,Sports
4393773,81609,1806,0,4678,10,Music
66436,1600,26,0,206,10,Music
1703494,26704,824,0,1948,10,Music
157903,5822,66,0,382,22,People & Blogs
76355,1782,42,0,152,10,Music
79124,1719,30,0,101,10,Music
4710275,77390,1027,0,5716,10,Music
255371,4712,106,0,678,10,Music
47071,1195,23,0,121,10,Music
29844,1016,12,0,60,1,Film & Animation
85320,3022,55,0,232,23,Comedy
15002,1238,15,0,286,10,Music
7701,238,6,0,12,27,Education
1499204,17763,347,0,1612,10,Music
76170,4218,97,0,402,22,People & Blogs
120404,4680,120,0,334,23,Comedy
58354,1546,25,0,193,10,Music
265151,4488,149,0,605,24,Entertainment
110790,399,101,0,0,17,Sports
30801,1747,21,0,76,22,People & Blogs
478376,20813,212,0,1687,10,Music
3683028,23172,873,0,1519,22,People & Blogs
1937459,7102,725,0,653,22,People & Blogs
12112,387,3,0,36,10,Music
8174767,65099,603,0,3902,22,People & Blogs
7279,278,14,0,0,1,Film & Animation
869,17,0,0,1,24,Entertainment
30014,1001,26,0,184,10,Music
31099,509,75,0,28,22,People & Blogs
110261,3021,42,0,252,10,Music
4938,213,12,0,23,22,People & Blogs
69717,1344,27,0,135,24,Entertainment
2040540,37242,723,0,5724,10,Music
8383,777,5,0,51,20,Gaming
59359,5679,27,0,790,10,Music
87689,369,62,0,0,17,Sports
5816,32,2,0,5,24,Entertainment
77671,349,70,0,0,17,Sports
81919,593,91,0,40,1,Film & Animation
109740,2448,59,0,140,10,Music
15432,203,17,0,142,27,Education
14879,151,8,0,30,22,People & Blogs
3073,138,0,0,13,10,Music
956,30,0,0,4,24,Entertainment
340,5,0,0,1,17,Sports
121627,608,86,0,0,17,Sports
178631,952,201,0,21,27,Education
125,4,0,0,6,20,Gaming
187,8,0,0,1,24,Entertainment
489,13,0,0,0,29,Nonprofits & Activism
11,0,0,0,,22,People & Blogs
1319329,6407,697,0,680,1,Film & Animation
316725,6288,278,0,676,10,Music
100,2,0,0,0,22,People & Blogs
745203,1693,452,0,373,25,News & Politics
16770,229,18,0,189,22,People & Blogs
6879,13,1,0,2,22,People & Blogs
120391,701,30,0,28,10,Music
257,1,0,0,2,17,Sports
776,3,0,0,0,24,Entertainment
28226,500,13,0,52,26,Howto & Style
3853,64,0,0,2,10,Music
1007,5,0,0,0,27,Education
17662,210,8,0,36,24,Entertainment
300,34,0,0,1,22,People & Blogs
262,7,0,0,1,17,Sports
6476,587,5,0,331,22,People & Blogs
6843,82,5,0,2,26,Howto & Style
867,9,0,0,2,1,Film & Animation
14,0,0,0,0,29,Nonprofits & Activism
41236,1275,17,0,111,20,Gaming
482251,2246,40,0,143,10,Music
9537,188,6,0,33,20,Gaming
10497,32,15,0,4,2,Autos & Vehicles
466,78,0,0,14,22,People & Blogs
251,6,1,0,0,28,Science & Technology
696,27,1,0,34,24,Entertainment
16699,236,3,0,39,22,People & Blogs
7766,34,6,0,2,24,Entertainment
841,6,1,0,0,25,News & Politics
191,20,1,0,21,22,People & Blogs
136,3,0,0,0,25,News & Politics
54,2,0,0,0,22,People & Blogs
1616,90,3,0,37,1,Film & Animation
7930,466,16,0,63,22,People & Blogs
245,15,0,0,3,10,Music
836,67,6,0,80,20,Gaming
4205,212,1,0,23,26,Howto & Style
6204,165,3,0,11,10,Music
57,,,0,6,15,Pets & Animals
7367,88,1,0,3,23,Comedy
40769,118,8,0,30,24,Entertainment
1227,85,0,0,41,2,Autos & Vehicles
368396,1522,264,0,111,10,Music
553,28,0,0,1,17,Sports
2944,20,4,0,8,24,Entertainment
12906,289,4,0,16,22,People & Blogs
1235,28,2,0,8,10,Music
962,23,0,0,10,10,Music
300,,,0,0,24,Entertainment
284,3,0,0,0,10,Music
1937,53,0,0,7,10,Music
950,26,2,0,8,10,Music
53,3,0,0,0,10,Music
163,4,0,0,0,10,Music
1491,42,1,0,7,10,Music
1306,47,2,0,4,10,Music
430,6,0,0,0,10,Music
1179,18,0,0,4,24,Entertainment
20,0,0,0,0,10,Music
398,18,0,0,5,10,Music
323,7,0,0,0,10,Music
1173,35,1,0,5,10,Music
46,0,0,0,0,10,Music
269,10,0,0,1,10,Music
117,7,0,0,4,22,People & Blogs
72,2,0,0,0,10,Music
195,5,0,0,0,10,Music
32,0,0,0,0,10,Music
215,7,0,0,1,10,Music
35,0,0,0,0,10,Music
74,1,0,0,0,10,Music
29,0,0,0,0,10,Music
39,1,0,0,0,10,Music
73,2,0,0,0,10,Music
83,5,1,0,0,10,Music
49,1,0,0,0,10,Music
5,0,0,0,,22,People & Blogs
486,46,1,0,4,10,Music
46,5,0,0,0,22,People & Blogs
4400,48,4,0,8,19,Travel & Events
90,1,1,0,,1,Film & Animation
72455,105,49,0,30,22,People & Blogs
32,1,0,0,0,22,People & Blogs
28,0,0,0,1,22,People & Blogs
79,3,0,0,0,10,Music
35,1,0,0,0,22,People & Blogs
55,2,0,0,0,22,People & Blogs
246,50,1,0,16,22,People & Blogs
0,0,0,0,0,22,People & Blogs
3,1,0,0,0,20,Gaming
4,3,0,0,1,22,People & Blogs
14,2,0,0,,22,People & Blogs
55,9,3,0,1,20,Gaming
24309,165,13,0,10,22,People & Blogs
1,0,0,0,0,25,News & Politics
49,1,0,0,0,10,Music
4365,57,3,0,7,10,Music
64520,4960,67,0,408,10,Music
394,8,0,0,1,1,Film & Animation
2101,154,7,0,51,1,Film & Animation
185,1,0,0,0,22,People & Blogs
2239,130,18,0,81,1,Film & Animation
416,2,0,0,0,22,People & Blogs
147,0,0,0,0,22,People & Blogs
2827,4,1,0,1,20,Gaming
2362,6,1,0,3,20,Gaming
1022,28,0,0,4,10,Music
192,0,0,0,0,24,Entertainment
1610,3,1,0,3,20,Gaming
18,0,0,0,0,22,People & Blogs
92,0,0,0,0,22,People & Blogs
40,0,0,0,0,24,Entertainment
4,0,0,0,0,22,People & Blogs
449,0,0,0,0,24,Entertainment
6,1,0,0,0,22,People & Blogs
292,0,0,0,0,22,People & Blogs
223,1,0,0,0,22,People & Blogs
330,0,0,0,0,22,People & Blogs
40,15,0,0,4,22,People & Blogs
394,,,0,,22,People & Blogs
3668,239,4,0,10,20,Gaming
121,0,0,0,0,17,Sports
23,0,0,0,0,19,Travel & Events
3,2,0,0,0,22,People & Blogs
109,0,0,0,0,22,People & Blogs
6,0,0,0,0,26,Howto & Style
31,0,0,0,0,22,People & Blogs
13,0,0,0,0,22,People & Blogs
15,0,0,0,0,10,Music
162,0,2,0,0,19,Travel & Events
96,0,0,0,0,22,People & Blogs
39,12,0,0,2,22,People & Blogs
1749,3,2,0,0,27,Education
37,0,0,0,0,26,Howto & Style
35544,3003,107,0,,22,People & Blogs
1861,402,10,0,9,20,Gaming
222,0,0,0,0,24,Entertainment
9533,69,11,0,13,22,People & Blogs
6,1,0,0,0,20,Gaming
26763,553,9,0,120,10,Music
79,0,0,0,0,22,People & Blogs
3001,12,1,0,3,10,Music
26006,212,3,0,1,22,People & Blogs
597,21,1,0,3,10,Music
1696071,39965,972,0,690,23,Comedy
3322,24,3,0,10,20,Gaming
41,2,0,0,0,10,Music
24415,602,67,0,50,10,Music
2215,6,0,0,0,22,People & Blogs
7,2,0,0,1,22,People & Blogs
4,0,0,0,0,23,Comedy
1299,7,1,0,1,22,People & Blogs
4677,29,3,0,17,10,Music
176547,1657,112,0,50,24,Entertainment
22,1,0,0,0,22,People & Blogs
105052,663,43,0,39,26,Howto & Style
15,0,0,0,0,22,People & Blogs
299,1,0,0,0,22,People & Blogs
10235,123,17,0,2,22,People & Blogs
81,0,0,0,0,28,Science & Technology
610,10,1,0,3,22,People & Blogs
18,1,0,0,0,22,People & Blogs
334,,,0,,27,Education
2109667,34432,454,0,6477,1,Film & Animation
138484,922,128,0,56,24,Entertainment
19,1,0,0,0,20,Gaming
215,,,0,,27,Education
2885,26,0,0,1,27,Education
128,4,0,0,1,22,People & Blogs
206,,,0,,27,Education
11,0,0,0,0,22,People & Blogs
12515,692,14,0,82,26,Howto & Style
27,0,0,0,0,22,People & Blogs
82666,562,29,0,0,27,Education
187,,,0,,27,Education
9,1,0,0,0,20,Gaming
150,0,0,0,0,22,People & Blogs
277,,,0,,27,Education
51,0,0,0,0,20,Gaming
2485,130,0,0,23,26,Howto & Style
19,0,0,0,0,22,People & Blogs
7,0,0,0,0,20,Gaming
1,0,0,0,0,20,Gaming
132,0,0,0,0,22,People & Blogs
13,1,0,0,0,20,Gaming
5422,286,1,0,43,22,People & Blogs
131584,2211,41,0,28,24,Entertainment
3642,41,4,0,10,1,Film & Animation
147637,485,24,0,8,10,Music
240,,,0,,27,Education
55,,,0,,20,Gaming
3961,54,0,0,1,2,Autos & Vehicles
237506,956,78,0,22,24,Entertainment
34,11,0,0,11,26,Howto & Style
5969,11,1,0,1,22,People & Blogs
135435,1086,26,0,292,28,Science & Technology
3202,15,1,0,4,28,Science & Technology
108935,696,46,0,76,19,Travel & Events
5666,23,0,0,0,22,People & Blogs
3601,18,3,0,3,22,People & Blogs
368,0,0,0,0,22,People & Blogs
53,0,0,0,0,22,People & Blogs
3284,25,0,0,0,22,People & Blogs
83,4,0,0,2,20,Gaming
7,0,0,0,0,24,Entertainment
